iter,train-flag_sum,train-len_mean,train-len_std,train-rew_max,train-rew_maxID,train-rew_mean,train-rew_min,train-rew_minID,train-rew_std,train-x_max,train-x_maxID,train-x_mean,train-x_min,train-x_minID,train-x_std
450,0,243.1,58.15144022292139,1419.0,9,1000.65,587.0,3,312.28565048685795,1538,13,1104.85,678,3,321.99802406226036
475,0,272.75,131.62365858765665,1661.0,12,1096.1,538.0,13,343.6359847280258,1797,12,1206.75,621,13,359.896217679486
500,0,248.1,66.22001208094122,1406.0,17,1042.55,563.0,8,290.9009238555285,1523,17,1147.95,651,8,303.1125987153948
525,0,277.3,61.85717419992607,1600.0,9,1209.5,416.0,0,294.9678796072549,1726,9,1320.3,491,0,304.76418752865305
550,0,320.05,71.08197732196255,1769.0,18,1400.5,803.0,16,273.36450025561106,1897,18,1520.45,894,16,286.26097795543143
575,0,301.65,26.492027102507652,1696.0,16,1399.5,1050.0,7,190.56691738074582,1820,16,1516.0,1170,7,193.12871355652945
600,0,318.35,70.08443122406003,2110.0,10,1470.9,948.0,11,290.70481592158046,2256,10,1590.5,1043,11,304.3290160336342
625,0,323.65,83.47231576996053,2116.0,14,1433.05,823.0,12,361.22534171898843,2271,14,1553.65,915,12,376.1231546980324
650,0,241.5,104.97452071812474,2110.0,8,968.2,417.0,9,487.16912874278074,2268,8,1072.25,494,9,507.24716608375445
675,0,297.1,97.65239372386118,1829.0,15,1316.25,348.0,0,415.2496688740402,1970,15,1431.7,421,0,434.3822164868171
700,0,321.15,90.67594774801087,2113.0,14,1389.35,439.0,6,409.16931397650046,2257,16,1509.2,530,6,426.154737155414
725,0,317.2,96.7882224240119,1775.0,19,1302.05,639.0,1,345.9009215078792,1938,19,1420.9,736,1,362.76368340835893
750,0,262.7,123.07684591343735,1798.0,8,1018.35,351.0,15,377.375711327584,1952,8,1125.2,423,15,397.71165434269085
775,0,281.9,124.68877254989721,1803.0,11,1111.65,255.0,0,496.8692257526119,1950,11,1223.35,321,0,521.1340782370695
800,0,209.5,84.11153309742963,2105.0,12,904.9,405.0,11,413.3365335897614,2258,12,1002.4,478,11,428.91145939459346
825,0,346.6,106.78454944419629,2097.0,11,1447.8,747.0,0,390.8061667886012,2255,11,1572.85,836,0,409.2884404671112
850,0,265.05,92.67225852432863,2103.0,16,1238.45,380.0,0,430.4268201448418,2255,16,1347.6,450,0,448.33028003916934
875,0,353.3,161.47510644059042,2036.0,13,1402.95,203.0,4,477.4656505969828,2257,13,1529.45,272,4,505.64152074369844
900,0,688.25,666.3973945777399,1937.0,4,1572.95,628.0,0,348.1083847022361,2085,13,1766.2,722,0,394.9695684480008
925,0,290.1,114.45212973116752,2100.0,9,1329.0,367.0,7,502.844309901186,2260,9,1442.9,439,7,525.2839137076253
950,0,289.35,65.80522395676502,2112.0,13,1386.8,1063.0,5,303.35203971623463,2254,13,1499.85,1170,3,316.0740854609881
975,0,348.8,86.6686794638063,2125.0,6,1673.0,806.0,18,352.12114392634817,2272,6,1798.6,896,18,368.9507284177658
1000,0,357.9,91.69236609445738,2117.0,14,1650.55,595.0,1,440.7490754386219,2269,14,1777.95,691,1,458.21561245771625
1025,0,528.5,503.4582902286941,2315.0,4,1654.35,441.0,0,398.0382236670242,2454,4,1815.9,530,0,421.18082814867057
1050,0,289.95,106.40417050097237,2126.0,12,1406.5,375.0,0,527.2857384758287,2263,12,1520.45,447,0,547.9064222109465
1075,0,363.0,65.59801826274938,2208.0,3,1813.2,1234.0,0,325.32070330675236,2347,3,1941.85,1338,0,338.09499774471675
1100,0,376.65,67.72759777225234,2127.0,10,1780.85,1243.0,9,254.17892811954337,2273,10,1912.25,1348,9,266.1619572741379
1125,0,361.7,82.9102526832478,2318.0,19,1732.35,950.0,13,360.01739888510946,2466,19,1860.6,1043,13,375.28088147413
1150,0,357.65,69.58036720225039,2221.0,14,1718.65,1242.0,11,290.8436478591203,2367,14,1846.1,1348,11,304.533561368858
1175,0,324.85,91.16593387883435,2310.0,12,1551.45,396.0,11,442.58801102153683,2454,12,1672.25,481,11,458.79024346644513
1200,0,399.8,65.35334727464233,2305.0,6,1894.4,1254.0,14,224.65871894943226,2450,6,2030.3,1358,14,235.5795194833371
1225,0,418.2,69.53890997132468,2313.0,12,1952.25,1608.0,0,197.06239494129773,2460,12,2091.9,1732,0,205.95919498774512
1250,0,179.4,66.01848226065184,1755.0,18,611.5,407.0,13,291.98227685940117,1886,18,702.65,480,13,303.13252464887364
1275,0,337.9,79.23818523918882,1938.0,8,1561.9,947.0,17,307.18347937348454,2082,8,1685.5,1042,17,322.33298000670055
1300,0,422.05,156.9679824040559,2409.0,14,1747.6,744.0,19,349.38351420752525,2675,14,1887.9,869,19,371.3576308627574
1325,0,402.4,85.11545100626562,2319.0,3,1866.55,564.0,7,387.5908248398045,2465,3,2002.85,644,7,404.106331922676
1350,0,385.05,84.65841659279957,2308.0,14,1805.3,749.0,15,382.16960894346374,2453,14,1937.85,836,15,397.4653789954541
1375,0,369.95,101.9202997444572,2317.0,6,1760.8,366.0,8,484.4286944432586,2463,6,1890.8,436,8,504.27696754858835
1400,0,396.7,117.40021294699598,2130.0,10,1808.55,565.0,3,388.28590947908475,2276,7,1943.4,646,3,407.3977663169007
1425,0,567.7142857142857,469.10199346422394,2126.0,4,1938.095238095238,1261.0,11,228.82097488812695,2270,4,2107.714285714286,1367,11,212.4239119481301
1450,0,662.45,566.3728873277745,2320.0,9,1902.05,1454.0,0,251.70130611500613,2466,9,2090.15,1568,0,228.08250152083127
1464,0,421.2,57.42873845036124,2317.0,5,1902.6,1052.0,16,260.2190231324374,2461,5,2042.05,1170,16,269.1075017534814
